popularity,release_date,title,vote_average,vote_count,release_year
6.49432,1944-04-24,Double Indemnity,8.0,425.0,1944.0
10.762636,1991-06-20,Dying Young,5.8,87.0,1991.0
2.329486,1991-10-18,Cool as Ice,4.7,27.0,1991.0
13.184585,1990-03-30,Teenage Mutant Ninja Turtles,6.5,486.0,1990.0
7.994266,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,290.0,1991.0
8.13688,1993-03-17,Teenage Mutant Ninja Turtles III,5.1,189.0,1993.0
8.233168,1984-08-10,Red Dawn,6.4,217.0,1984.0
4.397712,1986-04-11,Band of the Hand,6.9,14.0,1986.0
0.286981,1986-08-30,Born American,3.6,7.0,1986.0
8.822276,1988-02-26,Bloodsport,6.6,370.0,1988.0
3.705714,1978-08-02,Eyes of Laura Mars,5.7,46.0,1978.0
3.208265,1995-09-20,Funny Bones,6.8,12.0,1995.0
1.085948,1937-08-06,The Good Earth,5.7,13.0,1937.0
9.023282,1987-12-23,"Good Morning, Vietnam",7.1,658.0,1987.0
1.94247,1988-11-04,The Good Mother,4.7,5.0,1988.0
7.529482,1993-12-25,Grumpy Old Men,6.5,176.0,1993.0
5.032469,1967-12-11,Guess Who's Coming to Dinner,7.6,174.0,1967.0
8.369176,2000-03-20,Romeo Must Die,6.0,334.0,2000.0
3.199357,2000-03-23,Here On Earth,5.4,48.0,2000.0
3.550711,2000-03-31,Whatever It Takes,5.1,38.0,2000.0
0.078239,1999-09-05,Buddy Boy,6.0,1.0,1999.0
2.066253,1999-02-08,The Color of Paradise,7.1,34.0,1999.0
1.241671,2000-03-23,Waking the Dead,6.5,22.0,2000.0
1.334127,1989-09-22,Blood and Sand,3.3,4.0,1989.0
2.578902,1986-11-30,Gothic,5.8,33.0,1986.0
0.287059,1967-05-01,Hillbillys in a Haunted House,1.5,6.0,1967.0
7.597775,1963-08-13,Lord of the Flies,6.6,164.0,1963.0
8.159556,1936-02-05,Modern Times,8.1,881.0,1936.0
0.575108,1994-04-29,National Lampoon's Last Resort,4.6,8.0,1994.0
0.653162,1990-07-14,Solar Crisis,4.4,7.0,1990.0
1.390361,1986-10-10,That's Life!,4.7,3.0,1986.0
8.450231,1993-08-13,Heart and Souls,6.6,84.0,1993.0
4.526285,1963-05-29,Hud,7.4,69.0,1963.0
9.333533,1961-09-25,The Hustler,7.6,243.0,1961.0
6.302173,1960-06-24,Inherit the Wind,7.6,93.0,1960.0
4.713259,1975-08-02,Dersu Uzala,8.0,90.0,1975.0
10.610446,1977-11-16,Close Encounters of the Third Kind,7.2,1122.0,1977.0
1.514972,1960-09-09,The City of the Dead,6.5,34.0,1960.0
0.007963,1976-01-01,Jonah Who Will Be 25 in the Year 2000,8.0,4.0,1976.0
2.780487,1997-01-01,Retroactive,6.0,39.0,1997.0
6.656993,1951-06-12,A Place in the Sun,6.9,87.0,1951.0
8.176863,1990-11-02,Jacob's Ladder,7.3,376.0,1990.0
7.188728,1995-09-22,Empire Records,6.6,188.0,1995.0
6.476534,1987-07-24,La Bamba,6.8,120.0,1987.0
8.157587,1985-03-27,Ladyhawke,6.8,264.0,1985.0
4.57535,1986-03-28,Lucas,6.4,53.0,1986.0
8.524956,2000-03-17,High Fidelity,7.0,636.0,2000.0
8.755188,2000-03-31,The Road to El Dorado,7.0,892.0,2000.0
11.363754,2000-03-31,The Skulls,5.7,160.0,2000.0
0.172285,1975-01-18,Autopsy,7.3,3.0,1975.0
1.173332,1954-05-01,Devil Girl from Mars,4.0,8.0,1954.0
7.070669,1966-12-17,El Dorado,7.2,96.0,1966.0
0.400823,1958-08-28,The Hideous Sun Demon,5.7,3.0,1958.0
14.508137,1991-12-11,Hook,6.7,1563.0,1991.0
12.004189,1972-09-30,Horror Express,6.2,63.0,1972.0
0.185346,1986-01-24,My Chauffeur,6.2,6.0,1986.0
0.135371,1926-09-05,The Son of the Sheik,4.7,3.0,1926.0
2.911722,1973-01-04,Torso,6.2,39.0,1973.0
12.497833,1969-06-11,True Grit,7.3,205.0,1969.0
3.190592,1992-03-27,Roadside Prophets,6.8,6.0,1992.0
0.553293,1988-10-14,Madame Sousatzka,5.4,7.0,1988.0
1.737488,1983-03-25,Max Dugan Returns,6.3,18.0,1983.0
7.186048,1978-09-12,Midnight Express,7.6,309.0,1978.0
15.020845,1990-11-28,Misery,7.6,1085.0,1990.0
0.987196,1992-09-23,Mr. Saturday Night,5.2,17.0,1992.0
1.46034,1985-12-25,Murphy's Romance,5.7,14.0,1985.0
3.987514,1993-11-12,My Life,6.2,50.0,1993.0
11.059785,1972-03-20,Solaris,7.7,364.0,1972.0
13.180457,1976-11-01,Network,7.8,391.0,1976.0
11.457803,1987-08-14,No Way Out,6.9,155.0,1987.0
5.66966,1979-08-03,North Dallas Forty,6.2,12.0,1979.0
8.3539,1968-02-07,The Odd Couple,7.5,121.0,1968.0
5.849522,1976-06-30,The Outlaw Josey Wales,7.4,303.0,1976.0
1.191035,1999-09-04,Black and White,4.6,20.0,1999.0
10.163266,2000-04-28,Frequency,7.0,473.0,2000.0
3.69298,2000-04-07,Ready to Rumble,4.7,51.0,2000.0
5.269733,2000-04-07,Return to Me,6.1,68.0,2000.0
10.278274,2000-04-07,Rules of Engagement,6.0,178.0,2000.0
1.063547,2000-01-21,Joe Gould's Secret,6.8,6.0,2000.0
0.727837,2000-04-20,Me Myself I,5.9,11.0,2000.0
6.441891,1958-12-25,"Bell, Book and Candle",6.4,37.0,1958.0
0.061599,1926-07-29,The Bells,7.0,1.0,1926.0
1.621193,1997-09-12,The End of Violence,5.1,17.0,1997.0
5.05047,1978-11-01,Force 10 from Navarone,6.4,94.0,1978.0
1.283731,1965-07-14,How to Stuff a Wild Bikini,6.6,10.0,1965.0
4.814921,1989-09-06,Mystery Train,7.0,92.0,1989.0
1.560752,1971-03-16,Sacco & Vanzetti,6.8,21.0,1971.0
2.076455,1988-02-26,Taffin,6.4,8.0,1988.0
14.911301,1981-07-17,Arthur,6.5,125.0,1981.0
5.511756,1984-06-29,Bachelor Party,5.8,156.0,1984.0
8.09806,1989-07-31,Parenthood,6.4,177.0,1989.0
18.495694,1987-06-11,Predator,7.3,2129.0,1987.0
2.960942,1991-12-25,The Prince of Tides,5.9,57.0,1991.0
8.049042,1981-03-20,The Postman Always Rings Twice,6.4,115.0,1981.0
0.501632,1993-12-15,Smoking / No Smoking,6.6,11.0,1993.0
4e-06,1990-09-11,All the Vermeers in New York,0.0,0.0,1990.0
1.616275,1963-01-13,An Actor's Revenge,6.6,11.0,1963.0
4.756669,2000-04-06,28 Days,6.0,210.0,2000.0
13.686715,2000-04-13,American Psycho,7.3,2128.0,2000.0
6.045585,2000-04-14,Keeping the Faith,5.9,161.0,2000.0
8.851354,2000-04-14,Where the Money is,5.5,15.0,2000.0
5.138367,1999-05-14,East Is East,6.5,60.0,1999.0
2.756553,2000-03-29,The Filth and the Fury,7.3,29.0,2000.0
2.224117,2000-01-07,Passion of Mind,5.8,6.0,2000.0
0.003626,1999-09-14,Third World Cop,0.0,0.0,1999.0
0.186614,1969-10-26,Coming Apart,6.0,4.0,1969.0
5.077092,1982-04-02,Diner,6.9,84.0,1982.0
2.714993,1991-03-13,Shakes the Clown,5.5,25.0,1991.0
10.82887,1972-02-13,Cabaret,7.4,210.0,1972.0
4.857003,1962-10-31,What Ever Happened to Baby Jane?,7.9,210.0,1962.0
3.328585,1987-04-17,Prick Up Your Ears,6.1,27.0,1987.0
1.849064,1958-12-27,Auntie Mame,6.4,28.0,1958.0
4.860664,1955-11-03,Guys and Dolls,6.9,55.0,1955.0
13.235179,1983-04-29,The Hunger,6.4,114.0,1983.0
6.006812,1976-10-05,Marathon Man,7.2,227.0,1976.0
10.451986,1980-07-25,Caddyshack,6.7,370.0,1980.0
8.25719,2000-04-21,Gossip,5.6,70.0,2000.0
5.733227,2000-04-21,Love & Basketball,7.5,93.0,2000.0
7.879924,2000-04-20,U-571,6.1,345.0,2000.0
10.505387,1999-04-21,The Virgin Suicides,7.1,841.0,1999.0
4.620936,1992-11-06,Jennifer Eight,5.8,74.0,1992.0
0.478178,1959-01-25,The Law,6.8,4.0,1959.0
10.755881,1952-10-31,Limelight,8.0,99.0,1952.0
1.185074,1978-01-01,Empire of Passion,6.7,18.0,1978.0
1.7e-05,1983-06-01,Stacy's Knights,0.0,0.0,1983.0
0.888545,2000-01-21,Committed,4.4,12.0,2000.0
6.311201,2000-10-31,The Crow: Salvation,4.9,74.0,2000.0
6.053595,2000-04-28,The Flintstones in Viva Rock Vegas,4.4,140.0,2000.0
5.833133,2000-04-27,Where the Heart Is,6.9,159.0,2000.0
4.896026,2000-04-28,The Big Kahuna,6.8,91.0,2000.0
0.577044,2000-01-01,Bossa Nova,6.1,9.0,2000.0
0.071495,1999-09-16,Smiling Fish & Goat On Fire,7.0,1.0,1999.0
9.174221,1998-04-28,The Idiots,6.7,107.0,1998.0
0.041845,2000-04-28,The Last September,8.0,1.0,2000.0
0.966535,2000-03-22,Timecode,5.9,19.0,2000.0
0.293373,1993-05-21,Carnosaur,3.9,21.0,1993.0
0.552444,1995-02-23,Carnosaur 2,4.8,12.0,1995.0
0.833274,1996-11-21,Carnosaur 3: Primal Species,5.0,12.0,1996.0
1.089872,1997-07-09,Defying Gravity,4.8,6.0,1997.0
5.467128,1987-10-30,The Hidden,6.7,85.0,1987.0
2.262915,1988-04-29,Two Moon Junction,5.0,23.0,1988.0
23.186667,2000-05-01,Gladiator,7.9,5566.0,2000.0
2.767134,2000-05-05,I Dreamed of Africa,5.3,18.0,2000.0
0.555311,2000-04-14,Up at the Villa,6.2,6.0,2000.0
4.988283,1999-06-04,Human Traffic,6.8,98.0,1999.0
0.009057,,"Jails, Hospitals & Hip-Hop",0.0,0.0,
0.836137,1962-02-20,Black Tights,5.0,1.0,1962.0
7.587797,1983-05-13,Breathless,5.6,67.0,1983.0
1.875042,1956-06-08,The Great Locomotive Chase,5.2,6.0,1956.0
0.226827,1980-11-14,The Idolmaker,6.5,5.0,1980.0
4.783203,1980-02-07,Inferno,6.6,113.0,1980.0
1.58885,1972-10-12,The King of Marvin Gardens,6.3,15.0,1972.0
1.311263,1966-12-13,"The Nibelungs, Tale 1: Siegfried",6.3,4.0,1966.0
1.391503,1974-05-01,The Lords of Flatbush,5.7,18.0,1974.0
10.693092,1983-07-22,Mr. Mom,6.5,79.0,1983.0
8.717863,1982-03-24,Time Masters,7.4,38.0,1982.0
5.276926,2000-05-10,Battlefield Earth,3.0,259.0,2000.0
10.491734,2000-05-12,Center Stage,6.8,95.0,2000.0
2.387117,1999-10-08,Held Up,4.9,11.0,1999.0
5.166155,2000-05-12,Screwed,4.9,24.0,2000.0
0.752852,2000-09-01,Whipped,3.1,11.0,2000.0
12.896203,2000-05-12,Hamlet,6.0,35.0,2000.0
4.35038,1945-07-14,Anchors Aweigh,6.3,44.0,1945.0
6.656799,1961-11-22,Blue Hawaii,5.2,32.0,1961.0
0.022568,1974-08-01,The Castaway Cowboy,6.1,4.0,1974.0
1.587357,1960-11-23,G.I. Blues,6.3,19.0,1960.0
0.068258,1969-07-30,The Gay Deceivers,5.0,1.0,1969.0
2.184068,1962-12-01,Gypsy,6.5,20.0,1962.0
4.746925,1958-07-02,King Creole,6.5,19.0,1958.0
3.446446,1949-12-08,On the Town,6.9,50.0,1949.0
0.469293,1973-06-20,One Little Indian,6.9,5.0,1973.0
11.461437,1985-07-26,Pee-wee's Big Adventure,6.6,239.0,1985.0
0.169989,1999-01-01,Regret to Inform,8.0,2.0,1999.0
1.049308,1964-11-11,Roustabout,5.8,11.0,1964.0
3.92433,1942-08-24,Saludos Amigos,5.8,57.0,1942.0
2.306621,1976-03-24,The Slipper and the Rose,6.8,16.0,1976.0
6.272716,1988-10-21,Things Change,6.4,13.0,1988.0
8.573348,1992-08-28,Honeymoon in Vegas,5.5,85.0,1992.0
9.998415,2000-05-19,Dinosaur,6.2,563.0,2000.0
6.244901,2000-07-21,Loser,5.0,122.0,2000.0
8.00158,2000-05-19,Road Trip,5.9,550.0,2000.0
9.569183,2000-05-19,Small Time Crooks,6.4,155.0,2000.0
2.599219,1980-05-30,The Hollywood Knights,6.4,18.0,1980.0
0.228526,1997-09-17,The Myth Of Fingerprints,3.4,5.0,1997.0
10.505671,1981-05-27,Possession,6.9,153.0,1981.0
3.869883,1970-10-28,The Twelve Chairs,6.7,29.0,1970.0
18.97178,2000-05-24,Mission: Impossible II,5.9,1966.0,2000.0
10.308442,2000-05-26,Shanghai Noon,6.2,756.0,2000.0
0.076126,1999-01-01,Better Living Through Circuitry,4.0,2.0,1999.0
1.687388,1999-05-22,8 ½ Women,6.3,14.0,1999.0
9.505439,1962-09-26,Carnival of Souls,6.7,94.0,1962.0
1.636875,1942-10-08,Flying Tigers,6.1,7.0,1942.0
6.202041,1925-06-25,The Gold Rush,7.7,308.0,1925.0
1.958345,1973-05-08,Lisa and the Devil,6.2,23.0,1973.0
0.666315,1997-01-30,It's in the Water,6.3,5.0,1997.0
6.466517,1947-04-11,Monsieur Verdoux,7.9,74.0,1947.0
9.356264,1969-12-12,On Her Majesty's Secret Service,6.5,464.0,1969.0
2.623786,1964-02-12,Seven Days in May,6.9,48.0,1964.0
9.781451,1977-07-07,The Spy Who Loved Me,6.6,515.0,1977.0
1.156694,1998-05-15,Those Who Love Me Can Take the Train,4.5,3.0,1998.0
2.073938,1985-12-04,Vagabond,7.2,28.0,1985.0
10.576273,1979-06-26,Moonraker,5.9,551.0,1979.0
12.127492,1974-12-01,The Man with the Golden Gun,6.4,533.0,1974.0
4.182204,1957-10-25,A King in New York,7.1,38.0,1957.0
1.74686,1923-10-01,A Woman of Paris,7.1,17.0,1923.0
0.889252,1942-05-31,In Old California,4.4,5.0,1942.0
1.577427,1944-01-27,The Fighting Seabees,6.4,14.0,1944.0
0.759791,1940-04-15,Dark Command,5.7,11.0,1940.0
4.480811,1962-04-11,Cléo from 5 to 7,7.7,58.0,1962.0
7.978985,2000-05-31,Big Momma's House,5.6,514.0,2000.0
0.482448,1999-11-11,Running Free,3.0,3.0,1999.0
4.719784,1957-08-26,The Abominable Snowman,6.4,23.0,1957.0
11.53267,1980-02-08,American Gigolo,5.9,137.0,1980.0
3.288353,1987-11-10,Anguish,6.6,29.0,1987.0
1.076492,1972-09-30,The Blood Spattered Bride,6.0,15.0,1972.0
8.54341,1980-08-11,City of the Living Dead,5.9,86.0,1980.0
1.378819,1966-06-15,The Endless Summer,7.8,23.0,1966.0
8.522673,1961-04-27,The Guns of Navarone,7.3,191.0,1961.0
4.88779,1973-05-16,La Grande Bouffe,6.9,72.0,1973.0
2.153455,1947-08-28,Lured,6.0,19.0,1947.0
1.10641,1951-02-15,Pandora and the Flying Dutchman,6.5,19.0,1951.0
9.347228,1967-11-09,Quatermass and the Pit,6.2,57.0,1967.0
7.029675,1957-05-24,Quatermass II,6.2,32.0,1957.0
6.173017,1989-10-12,Puppet Master,5.5,68.0,1989.0
2.788831,1990-11-28,Puppet Master II,5.8,32.0,1990.0
3.349812,1991-10-17,Puppet Master III Toulon's Revenge,6.0,32.0,1991.0
2.420391,1993-11-24,Puppet Master 4,4.9,23.0,1993.0
4.139393,1994-09-21,Puppet Master 5: The Final Chapter,4.2,19.0,1994.0
3.447033,1998-05-26,Curse of the Puppet Master,3.6,20.0,1998.0
1.34643,1999-11-09,Retro Puppet Master,2.5,12.0,1999.0
0.912369,1987-11-28,Rent-a-Cop,4.6,9.0,1987.0
6.99099,1968-04-02,Romeo and Juliet,7.3,145.0,1968.0
13.72021,1992-08-14,Stay Tuned,6.0,51.0,1992.0
0.897699,1945-07-13,The Story of G.I. Joe,4.8,8.0,1945.0
13.233262,1974-02-07,Blazing Saddles,7.2,619.0,1974.0
1.54283,1974-10-17,Benji,6.1,35.0,1974.0
2.30019,1987-06-17,Benji the Hunted,6.4,23.0,1987.0
0.022568,1977-06-10,For the Love of Benji,5.6,7.0,1977.0
6.723456,1954-10-13,White Christmas,6.9,111.0,1954.0
7.871001,1977-03-19,Eraserhead,7.5,500.0,1977.0
9.925348,1992-09-15,Baraka,8.0,156.0,1992.0
3.353068,1955-12-14,The Man with the Golden Arm,6.9,51.0,1955.0
1.54682,1981-07-01,The Decline of Western Civilization,7.5,27.0,1981.0
1.350703,1988-06-17,The Decline of Western Civilization Part II: The Metal Years,6.8,20.0,1988.0
13.295342,1965-12-18,For a Few Dollars More,7.8,988.0,1965.0
10.226181,1973-12-23,Magnum Force,7.1,251.0,1973.0
8.884,1984-09-07,Blood Simple,7.3,308.0,1984.0
4.343506,1989-10-13,The Fabulous Baker Boys,6.5,79.0,1989.0
7.506871,1985-06-14,Prizzi's Honor,6.5,82.0,1985.0
11.890138,1990-08-09,Flatliners,6.3,413.0,1990.0
1.258514,1987-12-11,Gandahar,7.4,25.0,1987.0
12.650546,1981-11-13,Porky's,6.1,185.0,1981.0
5.269838,1983-06-24,Porky's II: The Next Day,5.2,61.0,1983.0
3.208108,1985-03-22,Porky's 3: Revenge,5.0,48.0,1985.0
4.479689,1983-07-29,Private School,5.0,29.0,1983.0
4.098849,1986-12-12,Class of Nuke 'Em High,5.7,43.0,1986.0
8.061088,1984-05-01,The Toxic Avenger,6.3,116.0,1984.0
2.553835,1989-02-24,The Toxic Avenger Part II,5.3,39.0,1989.0
1.883822,1989-11-24,The Toxic Avenger Part III: The Last Temptation of Toxie,5.0,28.0,1989.0
5.460546,1986-08-21,Night of the Creeps,6.6,113.0,1986.0
11.736241,1990-11-20,Predator 2,6.0,743.0,1990.0
9.389976,1987-11-13,The Running Man,6.4,713.0,1987.0
9.763928,1984-12-13,Starman,6.6,219.0,1984.0
2.02372,1984-09-07,The Brother from Another Planet,6.6,26.0,1984.0
15.133316,1988-10-07,Alien Nation,5.9,81.0,1988.0
11.412619,1979-04-12,Mad Max,6.6,1235.0,1979.0
11.189831,1981-12-24,Mad Max 2: The Road Warrior,7.3,981.0,1981.0
12.689648,1985-06-29,Mad Max Beyond Thunderdome,5.9,765.0,1985.0
8.300805,1990-05-18,Bird on a Wire,5.9,209.0,1990.0
7.290872,1987-03-06,Angel Heart,7.0,326.0,1987.0
6.706262,1986-02-14,Nine 1/2 Weeks,5.8,183.0,1986.0
7.048087,1984-05-11,Firestarter,5.9,174.0,1984.0
5.695003,1992-04-10,Sleepwalkers,4.8,97.0,1992.0
14.054862,1988-02-12,Action Jackson,4.9,51.0,1988.0
1.166646,1992-09-18,Sarafina!,5.6,7.0,1992.0
9.904821,1991-05-31,Soapdish,6.0,61.0,1991.0
4.636786,1990-12-21,The Long Walk Home,6.4,14.0,1990.0
4.922454,1988-10-07,Clara's Heart,4.4,11.0,1988.0
1.417505,1987-03-20,Burglar,5.0,16.0,1987.0
1.473833,1987-10-30,Fatal Beauty,5.3,15.0,1987.0
14.091765,2000-06-09,Gone in Sixty Seconds,6.1,1511.0,2000.0
1.152591,1999-01-01,American Pimp,6.4,15.0,1999.0
5.867426,2000-03-31,Love's Labour's Lost,5.4,14.0,2000.0
2.555556,1999-09-13,Sunshine,6.1,28.0,1999.0
1.626713,2000-06-28,Trixie,4.0,1.0,2000.0
0.109065,2000-06-02,American Virgin,5.2,3.0,2000.0
12.50303,1990-12-19,Hamlet,6.7,95.0,1990.0
3.176733,1978-02-15,Coming Home,6.9,38.0,1978.0
2.340967,1981-02-13,American Pop,7.2,21.0,1981.0
11.881808,1976-11-05,Assault on Precinct 13,7.1,223.0,1976.0
7.906537,1987-10-02,Near Dark,6.8,149.0,1987.0
3.14325,1992-05-08,One False Move,6.7,28.0,1992.0
3.73688,1971-07-02,Shaft,6.5,68.0,1971.0
13.245638,1974-04-07,The Conversation,7.5,377.0,1974.0
2.696125,1981-03-19,Cutter's Way,6.3,32.0,1981.0
11.844029,1978-03-10,The Fury,6.2,73.0,1978.0
2.351669,1973-10-16,The Paper Chase,6.7,26.0,1973.0
3.598627,1981-08-19,Prince of the City,7.3,40.0,1981.0
12.842165,1973-12-05,Serpico,7.5,429.0,1973.0
11.046411,1951-06-29,Ace in the Hole,7.9,128.0,1951.0
2.277618,1962-05-24,Lonely Are the Brave,7.5,25.0,1962.0
4.506948,1974-04-05,The Sugarland Express,6.4,70.0,1974.0
3.351442,1932-10-21,Trouble in Paradise,7.3,48.0,1932.0
11.109932,1986-05-30,Big Trouble in Little China,7.1,727.0,1986.0
16.641976,1973-10-15,Badlands,7.5,301.0,1973.0
12.912845,1925-12-24,Battleship Potemkin,7.6,201.0,1925.0
10.070988,2000-06-16,Boys and Girls,5.4,107.0,2000.0
7.420019,2000-06-15,Shaft,5.5,316.0,2000.0
7.515631,2000-06-16,Titan A.E.,6.3,320.0,2000.0
2.753674,1999-09-24,Butterfly,7.2,44.0,1999.0
5.954815,1999-09-05,Jesus' Son,6.7,22.0,1999.0
1.225636,1999-08-13,The Match,5.8,6.0,1999.0
1.548837,1999-05-19,Time Regained,7.3,11.0,1999.0
0.035352,,Boricua's Bond,2.0,1.0,
11.834245,2000-06-21,Chicken Run,6.5,1190.0,2000.0
9.95456,2000-06-22,"Me, Myself & Irene",6.1,956.0,2000.0
15.960788,2000-06-28,The Patriot,6.8,1130.0,2000.0
11.880936,2000-06-30,The Adventures of Rocky & Bullwinkle,3.9,89.0,2000.0
18.911961,2000-03-15,The Perfect Storm,6.2,609.0,2000.0
1.637394,2000-05-14,The Golden Bowl,6.5,21.0,2000.0
5.378622,1972-11-17,Asylum,5.9,25.0,1972.0
2.628306,1989-11-10,Communion,5.0,44.0,1989.0
4.590576,1947-09-27,Fun & Fancy Free,6.2,64.0,1947.0
9.133988,1977-08-10,The Kentucky Fried Movie,6.4,67.0,1977.0
6.398031,1993-02-05,Bound by Honor,7.7,116.0,1993.0
0.144075,1957-06-28,Daughter of Dr. Jekyll,5.5,2.0,1957.0
6.620556,1986-02-07,F/X,6.4,91.0,1986.0
3.186817,1991-04-16,F/X2,5.8,38.0,1991.0
3.985689,1990-10-12,The Hot Spot,6.4,48.0,1990.0
6.241185,1984-11-16,Missing in Action,5.2,107.0,1984.0
9.110348,1985-03-01,Missing in Action 2: The Beginning,5.0,65.0,1985.0
7.362552,1988-01-22,Braddock: Missing in Action III,4.8,55.0,1988.0
8.283863,1974-05-23,Thunderbolt and Lightfoot,6.6,113.0,1974.0
3.559119,1984-08-15,Dreamscape,6.0,72.0,1984.0
5.887367,1973-12-20,The Golden Voyage of Sinbad,6.4,54.0,1973.0
1.491578,1970-06-02,Hatchet for the Honeymoon,7.0,19.0,1970.0
2.291511,1990-03-09,House Party,6.1,52.0,1990.0
7.252003,1991-10-23,House Party 2,4.7,22.0,1991.0
5.788405,1946-04-26,Make Mine Music,5.2,33.0,1946.0
6.771815,1948-05-27,Melody Time,6.3,42.0,1948.0
3.220487,1987-05-27,Nekromantik,5.4,51.0,1987.0
0.608104,1948-02-03,On Our Merry Way,6.0,1.0,1948.0
0.484406,1953-09-04,Project Moon Base,2.5,4.0,1953.0
1.113762,1950-06-02,Rocketship X-M,5.1,15.0,1950.0
1.424722,1973-06-14,Shaft in Africa,5.4,6.0,1973.0
0.760855,1972-06-08,Shaft's Big Score!,6.1,7.0,1972.0
3.986838,1998-06-25,Croupier,6.7,80.0,1998.0
15.045725,2000-07-07,The Kid,6.0,242.0,2000.0
12.446738,2000-07-07,Scary Movie,6.0,1468.0,2000.0
4.928139,1999-09-12,But I'm a Cheerleader,6.5,101.0,1999.0
4.359334,1999-09-13,Shower,6.8,20.0,1999.0
10.59036,1966-12-18,Blow-Up,7.3,227.0,1966.0
2.58471,1965-04-20,The Pawnbroker,7.3,31.0,1965.0
0.607562,2000-06-08,Groove,5.6,6.0,2000.0
10.403992,1984-02-17,Footloose,6.4,525.0,1984.0
8.441279,1946-12-31,Duel in the Sun,6.2,38.0,1946.0
0.954467,2000-07-13,X-Men,6.8,4172.0,2000.0
1.520011,2000-01-21,Chuck & Buck,5.7,17.0,2000.0
0.625332,1999-05-18,The Five Senses,6.6,8.0,1999.0
4.998306,1998-11-27,The Wisdom of Crocodiles,5.8,28.0,1998.0
1.991904,2000-07-19,The In Crowd,4.7,15.0,2000.0
9.500497,2000-07-21,What Lies Beneath,6.3,504.0,2000.0
7.554848,1999-07-17,Pokémon: The Movie 2000,6.4,201.0,1999.0
2.569774,1999-08-17,Criminal Lovers,6.6,28.0,1999.0
9.473772,1959-07-01,Anatomy of a Murder,7.7,207.0,1959.0
10.272925,1992-01-17,Freejack,5.0,91.0,1992.0
0.995824,1972-07-31,Greaser's Palace,5.6,9.0,1972.0
0.585177,1979-05-01,H.O.T.S.,5.1,9.0,1979.0
1.088614,1981-04-10,Knightriders,6.5,17.0,1981.0
4.137836,1969-03-18,Mackenna's Gold,6.4,44.0,1969.0
3.502655,1977-07-15,Sinbad and the Eye of the Tiger,6.3,39.0,1977.0
4.371898,1960-12-23,Two Women,7.6,63.0,1960.0
11.787942,1991-05-17,What About Bob?,6.7,265.0,1991.0
3.181492,1992-04-24,White Sands,5.5,30.0,1992.0
6.313297,1980-05-15,Breaker Morant,7.2,37.0,1980.0
5.378481,1972-08-06,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,218.0,1972.0
4.515797,1978-08-02,Interiors,6.7,92.0,1978.0
5.165666,1975-06-10,Love and Death,7.5,176.0,1975.0
1.956906,1985-04-03,The Official Story,7.3,24.0,1985.0
0.275472,1996-02-09,The Other Side of Sunday,5.0,1.0,1996.0
0.941322,1941-04-03,Pot o' Gold,7.3,3.0,1941.0
4.459095,1985-11-23,Tampopo,7.9,57.0,1985.0
1.046659,2000-07-26,Thomas and the Magic Railroad,4.8,10.0,2000.0
6.671316,2000-07-27,Nutty Professor II: The Klumps,4.7,338.0,2000.0
1.917227,1999-03-31,The Girl on the Bridge,7.1,34.0,1999.0
1.433822,1999-05-13,Wonderland,6.9,8.0,1999.0
7.420422,2000-08-11,Autumn in New York,5.7,144.0,2000.0
15.650836,2000-07-30,Coyote Ugly,5.8,590.0,2000.0
7.912103,2000-08-04,Hollow Man,5.6,645.0,2000.0
7.45761,2000-07-31,Space Cowboys,6.3,407.0,2000.0
1.283178,1998-11-02,Better Living,1.0,1.0,1998.0
4.51621,2000-04-04,Mad About Mambo,4.6,7.0,2000.0
3.898441,2000-08-06,Psycho Beach Party,6.0,26.0,2000.0
5.13955,2000-01-24,Saving Grace,6.3,115.0,2000.0
4.363259,1963-08-22,Black Sabbath,6.9,72.0,1963.0
2.131425,1962-02-25,The Brain That Wouldn't Die,4.4,34.0,1962.0
3.900543,1980-06-11,Bronco Billy,5.2,51.0,1980.0
8.976337,1993-04-02,The Crush,5.5,65.0,1993.0
8.418662,1970-06-22,Kelly's Heroes,7.2,191.0,1970.0
8.733192,1988-07-08,Phantasm II,6.3,97.0,1988.0
4.401721,1994-05-06,Phantasm III: Lord of the Dead,5.6,56.0,1994.0
7.590628,1998-07-31,Phantasm IV: Oblivion,4.9,48.0,1998.0
11.841506,1988-06-09,Pumpkinhead,5.9,108.0,1988.0
10.274376,1990-08-10,Air America,5.3,146.0,1990.0
6.224311,1983-11-18,Sleepaway Camp,6.1,124.0,1983.0
7.14561,1989-11-15,Steel Magnolias,7.1,146.0,1989.0
3.28239,1956-11-28,...And God Created Woman,6.2,43.0,1956.0
7.963156,1983-08-19,Easy Money,6.6,34.0,1983.0
4.40553,1975-10-01,Ilsa: She Wolf of the SS,5.1,48.0,1975.0
3.034244,1994-10-28,Silent Fall,5.2,12.0,1994.0
7.719019,1946-02-06,The Spiral Staircase,6.6,46.0,1946.0
0.875307,1969-08-20,What Ever Happened to Aunt Alice?,5.2,5.0,1969.0
0.109302,2000-07-01,Margaret Cho: I'm the One That I Want,8.7,3.0,2000.0
2.272983,2000-08-04,The Tao of Steve,5.9,27.0,2000.0
